"COD_LOCAL","COD_PLU","DAT_DIA_CALEND","QTD_VENDA_PREVISAO_SISTEMA"
1341,63173,2019-07-14,2.5342
1341,119948,2019-07-14,0.0259
1738,287739,2019-07-15,0.3384
1341,12775,2019-07-14,6.841
1302,15059,2019-07-14,0.9133
1738,9638,2019-07-14,0.8249
1738,140195,2019-07-14,0.7452
1717,439626,2019-07-15,0.5896
1717,473057,2019-07-13,3.122
2435,9638,2019-07-15,0.2547
1717,61179,2019-07-15,1.0284
1738,209366,2019-07-13,7.8316
1729,263733,2019-07-14,0.4535
1738,471053,2019-07-15,2.4629
1302,60066,2019-07-14,0.2773
2435,280822,2019-07-14,0.0423
1738,52542,2019-07-14,8.5047
1717,345989,2019-07-13,0.4312
1738,25645,2019-07-15,0.9944
1341,77484,2019-07-15,0.5769
2435,51705,2019-07-14,2.3548
1341,435994,2019-07-15,0.0547
1717,54690,2019-07-15,0.3363
1302,73127,2019-07-14,5e-04
1341,471145,2019-07-13,0.2092
1738,44912,2019-07-14,24.8093
1302,119993,2019-07-14,0.6959
1341,92777,2019-07-15,0.0091
2435,1809,2019-07-13,0.5305
1738,36559,2019-07-14,0.8514
2435,81641,2019-07-15,3e-04
2435,473149,2019-07-14,0
1302,447713,2019-07-15,0.0881
1729,8280,2019-07-15,0.3663
1738,12997,2019-07-15,0.4473
1717,44776,2019-07-15,0.0157
1341,86103,2019-07-15,2.0126
1729,86103,2019-07-14,0.0378
1717,321600,2019-07-15,0.1623
1341,12614,2019-07-14,0.245
1302,465823,2019-07-14,0.1563
2435,46060,2019-07-14,0.4143
1738,303040,2019-07-13,0.1127
1717,59985,2019-07-13,4.2312
1341,441384,2019-07-14,0.0215
1302,421935,2019-07-15,103.0731
1302,418492,2019-07-13,2.2911
1729,52559,2019-07-15,0.0299
1341,119979,2019-07-14,0.0531
1302,37341,2019-07-14,1.2724
1341,62572,2019-07-13,11.1964
1302,439626,2019-07-14,2.5357
1717,30533,2019-07-13,2.1281
1302,802,2019-07-14,0.5134
1729,1250,2019-07-14,0.146
1738,40372,2019-07-15,2.2942
1341,826,2019-07-15,1.6151
1729,65795,2019-07-14,1.0906
2435,19095,2019-07-14,0.1893
2435,140195,2019-07-15,0.3202
1738,263382,2019-07-13,0.025
1738,11945,2019-07-14,0.5655
2435,68345,2019-07-15,0.0022
1302,10191,2019-07-14,6.6141
1341,5350490,2019-07-14,0.001
1717,376,2019-07-14,3.9429
1738,99165,2019-07-15,1.2106
1717,11099,2019-07-15,1.4275
1738,74667,2019-07-15,1.4642
1302,1304,2019-07-13,0.1682
1341,494595,2019-07-14,0.0045
1729,61315,2019-07-14,0.0181
2435,826,2019-07-14,0.1013
1738,65795,2019-07-13,2.6889
1302,314367,2019-07-13,14.7696
1717,473156,2019-07-14,0.8962
1729,32704,2019-07-13,0.193
1341,51705,2019-07-14,0.2991
1302,995795,2019-07-14,0.1654
1302,28202,2019-07-14,2.6873
1302,23986,2019-07-14,0.1693
1341,66860,2019-07-14,0.9124
1341,46060,2019-07-14,1.3566
2435,52559,2019-07-15,0.0669
2435,25331,2019-07-13,0.1
1717,280884,2019-07-15,0.2474
1717,472715,2019-07-15,0.2233
1341,9430,2019-07-14,1.9487
2435,345989,2019-07-15,0.0789
1717,617987,2019-07-15,0.3117
1717,3211984,2019-07-15,0.0527
2435,303057,2019-07-15,0.0417
1738,995108,2019-07-14,0.4176
1738,465830,2019-07-14,0.5745
1341,1281,2019-07-15,1.6236
1717,54294,2019-07-12,0.0012
1717,92388,2019-07-15,0.9516
1738,66860,2019-07-13,0.3778
1341,79389,2019-07-13,4.1343
2435,995795,2019-07-14,1.7125
1729,18449,2019-07-14,5.4324
1729,335751,2019-07-14,0.1316
1302,465854,2019-07-13,19.0321
1729,15417,2019-07-13,0.2053
1302,345668,2019-07-14,0.1064
1341,42659,2019-07-13,8.0197
1302,345538,2019-07-13,2.2823
2435,5029,2019-07-15,2.8844
1302,67263,2019-07-15,4.0835
1341,35392,2019-07-14,0.8197
1717,80095,2019-07-15,0.2061
1717,34500,2019-07-14,10.9798
1302,536,2019-07-14,0.0846
1738,466776,2019-07-13,4.2244
1341,12249,2019-07-14,3.5377
2435,63173,2019-07-14,3.4518
2435,222945,2019-07-15,0
1729,66136,2019-07-15,1.6969
1717,44912,2019-07-15,5.8281
1738,95877,2019-07-14,1.1566
1302,244466,2019-07-14,1.824
1717,3440018,2019-07-14,8.2133
1738,441148,2019-07-13,0.7254
1302,488624,2019-07-15,0.6918
1729,61179,2019-07-15,1.8933
1738,82587,2019-07-15,0.6199
1729,263986,2019-07-15,0
2435,92388,2019-07-14,0.3023
1738,802,2019-07-14,0.0463
2435,38997,2019-07-15,0.1402
1341,465830,2019-07-13,7.5651
2435,1915,2019-07-14,1.0049
1729,68765,2019-07-15,1.2852
1738,4820826,2019-07-14,20.2123
1717,19095,2019-07-13,0.6422
1341,83478,2019-07-15,0.5747
1341,418614,2019-07-13,0.3378
1341,57288,2019-07-14,0.2789
1341,42338,2019-07-14,0.2225
1341,4820826,2019-07-13,27.1227
1341,41034,2019-07-15,2.182
1729,50371,2019-07-15,0.2088
1729,13116,2019-07-15,0.6324
1717,78788,2019-07-14,1.0932
2435,89586,2019-07-15,1.1419
1341,222945,2019-07-13,0.1888
2435,77224,2019-07-14,8e-04
1717,140584,2019-07-14,0.3638
1717,61643,2019-07-14,1.6432
1302,46060,2019-07-15,7.4958
2435,16759,2019-07-15,1.963
1341,52351,2019-07-13,1.374
1717,18715,2019-07-14,2.5625
1717,170864,2019-07-15,0.0062
1717,444,2019-07-15,0.5066
1738,314367,2019-07-14,5.9012
1738,46060,2019-07-15,4.0771
1717,15417,2019-07-14,1.0358
1302,303057,2019-07-13,7.2589
2435,62572,2019-07-13,2.801
1341,25188,2019-07-14,1.5038
1302,473248,2019-07-15,1.401
1738,76395,2019-07-14,0.4561
1729,421935,2019-07-14,122.4152
1341,63210,2019-07-13,4.8868
1717,88718,2019-07-15,2.2082
1302,46510,2019-07-14,2.9073
1729,46060,2019-07-15,6.0144
1341,888,2019-07-14,5.5297
1302,1391831,2019-07-14,0.0364
1341,476140,2019-07-14,0.0065
1738,77392,2019-07-13,3.4052
1717,54270,2019-07-14,0.0327
2435,439626,2019-07-15,0.1126
2435,345538,2019-07-14,0.0028
1341,471138,2019-07-14,1.8913
1729,23986,2019-07-15,0.002
1729,30151,2019-07-15,0.5854
2435,11662,2019-07-15,0.0292
1717,77392,2019-07-14,0.3455
1341,70935,2019-07-15,0.1284
1302,73486,2019-07-14,0.6221
1341,465816,2019-07-14,0.1463
1341,52924,2019-07-15,0.728
1738,280884,2019-07-15,0.2622
1717,471114,2019-07-14,1.5738
1717,448284,2019-07-14,0.4524
1729,15059,2019-07-15,1.7303
2435,97314,2019-07-14,0.3021
2435,125048,2019-07-15,0.025
1738,789,2019-07-15,2.6816
2435,74896,2019-07-15,0.0041
1729,143745,2019-07-13,11.2578
1717,473149,2019-07-15,0.8618
2435,472418,2019-07-15,1.3622
1717,5951,2019-07-15,0.0203
1302,280860,2019-07-14,0.9102
2435,46930,2019-07-14,0.2191
1717,414630,2019-07-14,0.3218
1341,418492,2019-07-14,0.9235
1729,12010,2019-07-13,1.8914
1302,18449,2019-07-14,0.2424
1341,280877,2019-07-14,0.1522
2435,209366,2019-07-13,0.037
1738,441209,2019-07-14,8.3453
1717,1298,2019-07-14,0.2482
1738,66136,2019-07-15,2.7955
1341,16926,2019-07-14,0.1644
2435,15059,2019-07-14,1.9431
1302,32155,2019-07-14,9.1719
1738,216944,2019-07-14,0.2167
1302,181860,2019-07-14,1.4375
1302,42338,2019-07-15,0.0453
1341,6668,2019-07-14,1.8099
2435,472630,2019-07-14,0.0169
1717,36559,2019-07-14,0.2566
1717,472807,2019-07-14,2.62
2435,11099,2019-07-15,0.0377
1341,65795,2019-07-13,4.0132
1341,70942,2019-07-15,14.1825
1717,46060,2019-07-15,0.72
1729,54294,2019-07-13,0.3271
1341,66068,2019-07-14,0.3032
1341,78788,2019-07-15,0.6238
1729,83478,2019-07-14,0
1341,483964,2019-07-14,0.9456
1738,335751,2019-07-14,0.001
1302,464536,2019-07-13,5.5193
1341,15035,2019-07-15,5.9169
1302,871099,2019-07-15,1.7989
1341,30533,2019-07-14,0.3311
2435,42659,2019-07-14,0.8758
1302,46503,2019-07-13,0.0346
1729,471121,2019-07-14,4.6702
2435,12614,2019-07-14,0.2937
1729,314367,2019-07-15,1.0814
1341,92388,2019-07-13,0.7707
1341,63357,2019-07-14,1.4751
1738,25331,2019-07-15,0.2421
1717,331715,2019-07-14,1.0765
1738,95921,2019-07-15,1.3092
2435,1205732,2019-07-15,3e-04
1341,64729,2019-07-15,1.2129
2435,473088,2019-07-15,0
1302,16926,2019-07-15,0.3581
1717,47197,2019-07-14,0.8373
1341,131124,2019-07-15,3.6805
1302,25188,2019-07-14,7.1856
2435,473095,2019-07-14,0.6322
1738,12768,2019-07-14,0.2855
1738,60066,2019-07-13,1.074
2435,76395,2019-07-13,0.113
1717,74667,2019-07-14,0
2435,36559,2019-07-13,0.1993
1729,102230,2019-07-15,0.8217
1717,73318,2019-07-14,3.1789
1341,120005,2019-07-14,0.3365
1302,61643,2019-07-13,0.49
1302,98113,2019-07-14,0.8324
2435,378055,2019-07-13,0.0909
1341,473248,2019-07-14,1.0419
2435,472562,2019-07-14,0.0593
1729,39345,2019-07-15,1.055
1717,46930,2019-07-15,0.1068
1302,150927,2019-07-14,0.7601
1341,441377,2019-07-14,0.6236
1717,472111,2019-07-15,0.4504
1717,15035,2019-07-13,12.8871
2435,46503,2019-07-14,0.0294
1729,28202,2019-07-15,2.6031
1341,244640,2019-07-14,2.2739
1341,44189,2019-07-14,0.0453
1341,489584,2019-07-14,0.1197
1729,995108,2019-07-15,0.143
1341,89586,2019-07-15,5.3751
1302,473279,2019-07-15,2.7357
1717,472197,2019-07-13,1.1803
1341,97314,2019-07-14,0.007
1729,144919,2019-07-14,5e-04
1717,61315,2019-07-14,3.8585
1717,341257,2019-07-13,0.7729
1729,79389,2019-07-13,1.3834
1302,10238,2019-07-14,0.0973
1302,80347,2019-07-13,0.0926
1302,35392,2019-07-15,2.2293
1302,348270,2019-07-14,0.1515
1302,52542,2019-07-14,15.5269
1717,69045,2019-07-14,0.0213
1729,4820826,2019-07-14,10.9055
1341,465694,2019-07-15,0.0464
2435,3211984,2019-07-15,0.0358
1729,5951,2019-07-13,2.4013
1729,789,2019-07-15,1.2375
1341,280822,2019-07-15,0.228
2435,287739,2019-07-14,0.5407
1341,331784,2019-07-15,0.521
1738,67263,2019-07-15,1.4843
1341,32155,2019-07-15,1.1098
1729,6668,2019-07-14,1.7113
1341,420,2019-07-14,0.109
1738,418492,2019-07-15,0.0088
1729,89326,2019-07-12,0.1714
1738,12614,2019-07-13,0.9271
1302,14892,2019-07-13,0.0361
1729,444,2019-07-14,0.0728
1717,1573954,2019-07-14,4.2558
1717,473170,2019-07-14,0.0804
1341,465632,2019-07-14,0.1518
1729,441315,2019-07-13,0.2987
1717,417433,2019-07-14,8.5659
1302,476171,2019-07-13,4e-04
1341,44349,2019-07-13,7.2825
1738,44349,2019-07-15,9.7644
1341,38997,2019-07-15,0.4302
1729,37051,2019-07-14,0.0086
1302,52559,2019-07-15,0.3425
2435,1110869,2019-07-14,0.8938
1738,143981,2019-07-14,0.2185
1341,287944,2019-07-13,0.1234
1738,18449,2019-07-14,0.1001
1729,59985,2019-07-14,16.4959
1341,802,2019-07-15,0.694
1302,143981,2019-07-15,0.1706
1729,32155,2019-07-14,0.6654
1341,36559,2019-07-14,0.7951
1717,63173,2019-07-14,12.9319
1729,472807,2019-07-13,0.9505
1341,121507,2019-07-15,0.1137
1738,98243,2019-07-15,0.6412
1717,10191,2019-07-15,7.9576
1302,465830,2019-07-15,7.1237
2435,57288,2019-07-14,0.1337
1717,378055,2019-07-14,0.37
1729,536,2019-07-15,0.1587
1302,120098,2019-07-13,1.2542
1738,1311,2019-07-14,9.5665
1717,73486,2019-07-15,0.0898
1717,52375,2019-07-14,4.6021
1302,51705,2019-07-13,2.8488
1302,471091,2019-07-15,22.7155
1341,465823,2019-07-13,3.7553
2435,95389,2019-07-14,0.0014
1302,465960,2019-07-14,0.3468
1738,6668,2019-07-13,2.0422
1341,77910,2019-07-15,0.2063
1717,472753,2019-07-15,0.3861
1302,92777,2019-07-15,0.0289
1738,128728,2019-07-14,0.2881
1717,417419,2019-07-15,1.2758
1341,73653,2019-07-13,0
2435,74209,2019-07-14,0.0522
1341,120036,2019-07-14,0.0263
1302,55635,2019-07-14,0.0165
1302,465762,2019-07-15,0.2632
2435,37839,2019-07-15,0.0086
1302,131124,2019-07-13,14.4024
1717,140652,2019-07-14,0.2318
1341,68765,2019-07-15,12.9301
1717,73653,2019-07-14,1.3668
1717,1854,2019-07-15,0.543
2435,471121,2019-07-14,0.7853
2435,216760,2019-07-13,0.0833
1302,617987,2019-07-13,0.249
1302,82587,2019-07-14,0.8737
1302,57288,2019-07-15,0.1446
1302,40372,2019-07-14,3.3879
1341,244466,2019-07-14,0.7426
1738,471121,2019-07-13,1.4124
1302,142724,2019-07-15,1.1399
1738,105491,2019-07-14,0.2122
1302,25331,2019-07-15,4.5814
1738,41041,2019-07-14,0.2598
1341,263986,2019-07-14,1.3398
1341,54300,2019-07-14,0.026
2435,448284,2019-07-13,0.0317
1717,44349,2019-07-14,4.6618
1729,464536,2019-07-15,1.2769
1302,63210,2019-07-14,4.5646
1341,466776,2019-07-14,1.5034
1717,85601,2019-07-15,15.4685
1341,473330,2019-07-14,1.0562
1729,15035,2019-07-14,0.5284
1341,5029,2019-07-15,7.3893
1341,37341,2019-07-15,0.2398
1341,92326,2019-07-14,17.0592
1729,82587,2019-07-15,0.2795
1341,280884,2019-07-14,0.2733
1717,140195,2019-07-13,2.2135
1717,417457,2019-07-15,1.2427
1717,16926,2019-07-14,4.4667
1341,15417,2019-07-14,1.1693
1341,9201,2019-07-14,2.827
2435,3212035,2019-07-13,0.0291
1302,888,2019-07-14,10.2155
1302,426947,2019-07-15,2.7011
2435,617987,2019-07-13,0.2213
2435,3440018,2019-07-14,0.367
1302,12614,2019-07-15,0.2527
2435,417495,2019-07-14,1.1247
2435,88718,2019-07-15,0.0082
1341,143745,2019-07-14,9.3606
1738,70942,2019-07-14,0.416
1717,62718,2019-07-15,0.6505
1302,9430,2019-07-15,6.5854
2435,40372,2019-07-15,2.0833
1738,44189,2019-07-14,0.2782
1738,472807,2019-07-15,0.6509
1302,73653,2019-07-13,0.0084
1717,395236,2019-07-15,0.3083
1341,901,2019-07-13,0.778
2435,280877,2019-07-15,0
1341,31240,2019-07-15,1.5848
1302,303040,2019-07-14,0.9369
1729,74667,2019-07-15,0.0938
1729,60066,2019-07-15,0.1323
1302,102162,2019-07-13,0.0041
1717,77910,2019-07-15,0.4078
2435,476645,2019-07-14,0.0081
1729,441162,2019-07-13,0.3301
1302,11662,2019-07-15,0.6499
2435,441209,2019-07-15,8e-04
1717,6668,2019-07-14,4.48
1302,216760,2019-07-14,0
1717,52542,2019-07-15,0.7483
2435,28202,2019-07-14,1.6597
1717,95389,2019-07-15,0.9574
1341,74667,2019-07-15,3.9612
1302,52351,2019-07-15,1.3037
1302,25645,2019-07-13,1.7864
1341,32537,2019-07-13,0.0497
1729,994996,2019-07-14,7.5318
1341,41041,2019-07-13,0.4535
1302,441360,2019-07-14,0.0383
1341,10191,2019-07-15,2.3188
1302,465632,2019-07-13,0.4695
1341,263382,2019-07-15,8e-04
1738,32087,2019-07-13,0.267
2435,74667,2019-07-15,0.0011
1341,473217,2019-07-15,2.2575
1729,44349,2019-07-15,15.9519
1717,9638,2019-07-15,0.3374
1717,400947,2019-07-13,0.0625
1302,4820833,2019-07-15,30.5788
1341,473293,2019-07-15,0.0654
1341,142724,2019-07-14,0.8034
1729,471138,2019-07-15,1.579
1738,69045,2019-07-15,0.3759
1729,44912,2019-07-13,19.2124
1302,12249,2019-07-14,5.9394
1729,87247,2019-07-14,2.366
1302,57059,2019-07-15,0
1341,54003,2019-07-13,2.6691
1302,83478,2019-07-13,5.3466
2435,25812,2019-07-15,0.0087
2435,34500,2019-07-13,1.8414
1717,24297,2019-07-15,0.272
2435,12010,2019-07-14,3.275
1738,102124,2019-07-15,0.2908
1717,15059,2019-07-15,7.5319
1302,5678,2019-07-14,0
1738,536,2019-07-15,0.125
1341,473323,2019-07-14,0.8253
1341,61315,2019-07-15,0.1017
1302,4820826,2019-07-15,28.4654
1341,1915,2019-07-15,0.0532
1738,80347,2019-07-14,0
1302,47197,2019-07-12,0
1738,471145,2019-07-13,0.4654
1302,465816,2019-07-13,0
1302,80095,2019-07-15,0.1684
1341,42123,2019-07-15,0.1738
1717,71727,2019-07-15,0.1258
1717,92326,2019-07-14,14.7384
1302,4869092,2019-07-13,5e-04
1341,277,2019-07-15,0.178
2435,417389,2019-07-13,1.2206
1302,376,2019-07-13,9.1015
1717,10238,2019-07-15,0.2058
1729,18715,2019-07-15,0.8065
1302,10528,2019-07-14,6.0847
2435,471138,2019-07-13,1.1075
1341,441360,2019-07-14,0.1892
1729,998734,2019-07-14,0.0018
1302,143745,2019-07-14,9.9635
1717,11280,2019-07-15,0.3027
1341,10924,2019-07-15,0.5513
1302,1281,2019-07-13,3.0666
1729,11945,2019-07-15,0.2035
1341,54294,2019-07-15,0.7127
2435,71727,2019-07-13,0.0084
1341,95877,2019-07-14,3.3968
1738,244640,2019-07-15,0.7024
1717,77224,2019-07-13,1.3098
1302,10993,2019-07-13,2.715
1341,376,2019-07-14,0.0909
1341,465656,2019-07-14,6.7269
1341,32704,2019-07-13,0.3291
1729,36559,2019-07-14,3.1464
1729,303057,2019-07-13,0.2864
1717,18449,2019-07-15,0.0032
1302,465694,2019-07-15,0.047
1302,12997,2019-07-14,1.4206
1717,80347,2019-07-13,1.4802
1729,76395,2019-07-14,0.0372
1341,66136,2019-07-15,6.0655
2435,42338,2019-07-15,0.1316
1717,19934,2019-07-13,0.6082
1729,12768,2019-07-13,0.2022
1302,92326,2019-07-14,27.6243
1738,30151,2019-07-15,2.6135
1717,13116,2019-07-14,6.3571
1341,84086,2019-07-13,0.9085
1738,63357,2019-07-15,1.2414
1302,49771,2019-07-14,0.8041
1341,66389,2019-07-15,0.5118
2435,30533,2019-07-14,0.5077
1729,10528,2019-07-13,1.595
1717,89586,2019-07-14,0.3451
1302,89135,2019-07-15,0.3046
1341,143981,2019-07-15,0
2435,84987,2019-07-14,0.0296
1717,287944,2019-07-14,0.1043
1717,1809,2019-07-15,1.1942
1738,378055,2019-07-14,0.9718
1738,13116,2019-07-15,1.3285
1302,115643,2019-07-14,1.4701
1717,40259,2019-07-13,0.4192
1717,1281,2019-07-15,3.1037
1717,25812,2019-07-14,0.4046
2435,80347,2019-07-14,0.1545
2435,12249,2019-07-14,2.3492
1738,11662,2019-07-13,0.2565
1717,74612,2019-07-14,1.0714
1341,73486,2019-07-15,0.3614
1729,89135,2019-07-14,0.0805
1341,77224,2019-07-14,0
1717,12614,2019-07-15,0.4212
2435,19934,2019-07-14,0.0517
2435,443777,2019-07-15,0.241
1717,77231,2019-07-14,1.4876
1302,440332,2019-07-14,0.5146
1302,87247,2019-07-15,0.0609
1717,472326,2019-07-15,0.4694
1717,1304,2019-07-15,4.7575
1341,1304,2019-07-14,0.067
2435,29421,2019-07-15,0.2552
1738,102230,2019-07-13,3.9865
1717,142724,2019-07-14,1.3243
1729,63173,2019-07-15,7.7834
1729,25645,2019-07-14,0.3515
1729,25188,2019-07-15,0.2588
2435,89326,2019-07-15,0.0711
1717,871099,2019-07-14,2.4994
1729,468596,2019-07-15,0.0023
2435,75183,2019-07-14,0.4768
1738,10528,2019-07-14,1.0876
1302,244640,2019-07-15,1.1374
2435,789,2019-07-15,0.1267
1302,54270,2019-07-14,0.1389
1302,418614,2019-07-14,0.3147
1302,378055,2019-07-15,2.9956
2435,4869092,2019-07-14,0.3265
2435,77392,2019-07-15,0.0074
1738,120975,2019-07-15,8e-04
2435,16339,2019-07-15,1.0259
2435,61643,2019-07-14,0.2074
1302,8440,2019-07-14,0.2304
1729,62572,2019-07-14,3.401
1341,79815,2019-07-13,0.3934
1302,435994,2019-07-14,0.2269
1738,263610,2019-07-15,1.9235
1729,102162,2019-07-14,0.4184
1302,471114,2019-07-15,3e-04
2435,331715,2019-07-13,0.024
1717,65795,2019-07-15,0.0613
1738,132145,2019-07-15,9.3961
1341,40648,2019-07-15,0.0047
1729,494595,2019-07-15,0.023
1302,52955,2019-07-14,0.4446
1302,208,2019-07-15,18.81
1302,488495,2019-07-15,2.0734
2435,737272,2019-07-14,0.5885
1729,63210,2019-07-15,0.6806
1302,6668,2019-07-14,1.4333
1341,441209,2019-07-14,1.3314
1302,54690,2019-07-14,1.0934
1729,23634,2019-07-15,8e-04
1341,447713,2019-07-14,0.063
1302,84086,2019-07-13,2.428
1729,10924,2019-07-15,0.038
1738,25188,2019-07-14,2.2788
1729,89586,2019-07-15,0.0381
1738,23986,2019-07-14,0.0101
1341,23986,2019-07-15,0.094
1341,263610,2019-07-15,0.016
1341,995795,2019-07-14,0.0058
1738,77231,2019-07-15,2.1398
1729,31240,2019-07-14,0.7915
1738,617987,2019-07-15,0.0013
2435,16926,2019-07-15,0.4549
1729,128728,2019-07-14,0.1485
1341,135160,2019-07-12,0.9587
2435,471145,2019-07-14,0.598
1341,120098,2019-07-13,0.9881
1717,244466,2019-07-15,1.0573
2435,13116,2019-07-15,0.9399
1341,61179,2019-07-15,0.7336
1717,8280,2019-07-14,10.722
1302,42123,2019-07-14,0.06
1302,473330,2019-07-15,0.7997
1341,216760,2019-07-14,0.3652
1717,352,2019-07-14,1.2059
1717,471138,2019-07-15,2.2362
1302,335751,2019-07-15,0.8089
1729,83379,2019-07-14,0.0038
1341,19095,2019-07-14,0.1567
1302,19934,2019-07-14,1.4876
1341,364010,2019-07-14,0.2661
1302,89586,2019-07-14,8.3712
1729,802,2019-07-15,0.3793
1302,11945,2019-07-15,0.3325
1738,46510,2019-07-14,0.4582
1729,131124,2019-07-15,2.0058
1717,737272,2019-07-15,3.6265
1729,41041,2019-07-14,0.6714
1302,222945,2019-07-15,0.1473
1738,471138,2019-07-15,0.4056
2435,444,2019-07-13,0
1341,98243,2019-07-13,1.3537
1341,789,2019-07-14,6.8495
1341,378055,2019-07-14,1.1479
1302,15417,2019-07-13,3.5037
1717,23986,2019-07-14,0.3321
1341,471053,2019-07-13,0.146
2435,89135,2019-07-15,0.0989
1302,70942,2019-07-15,9.2858
1302,471145,2019-07-14,2.0517
1302,66136,2019-07-13,5.2803
1341,115643,2019-07-14,0.2441
1341,421935,2019-07-15,68.4972
2435,151023,2019-07-15,0.1546
1717,80132,2019-07-14,0.178
1717,473736,2019-07-14,0.7462
1302,84994,2019-07-15,0.7589
1302,30533,2019-07-15,1.8585
2435,1281,2019-07-14,0.2345
2435,435833,2019-07-13,0.1416
1341,447003,2019-07-15,0.2563
1717,57059,2019-07-14,20.4056
1738,5350490,2019-07-15,0.4664
1341,98076,2019-07-14,3.1546
1738,10238,2019-07-14,0.0157
1717,1110869,2019-07-14,5.6535
1302,61315,2019-07-15,0.3145
1302,12775,2019-07-15,4.4881
2435,6668,2019-07-14,0.6843
1302,483056,2019-07-14,0.8369
1717,4869092,2019-07-15,7.0082
1341,465786,2019-07-14,6.6483
1341,120951,2019-07-15,1.0741
1738,139465,2019-07-14,0.8572
1738,52559,2019-07-13,0.0659
1302,42659,2019-07-15,3.5041
1302,78788,2019-07-14,1.7641
1302,41041,2019-07-14,0.2561
1341,483056,2019-07-14,0.4909
1341,87247,2019-07-13,0.9894
1717,42659,2019-07-14,8.0027
1341,345538,2019-07-15,1.1584
1729,52542,2019-07-14,20.597
1302,139465,2019-07-14,3.8151
1729,71727,2019-07-15,0
1302,120951,2019-07-14,2.867
1729,102124,2019-07-15,0.0789
2435,92326,2019-07-14,2.0131
1717,11662,2019-07-14,0.4008
1717,42123,2019-07-15,0.2353
1729,98113,2019-07-15,0.1346
1341,471114,2019-07-15,0.7877
1729,468602,2019-07-14,0.0028
1302,280877,2019-07-15,0.3817
1738,412575,2019-07-13,4.4149
1738,244466,2019-07-14,0.5529
1302,280822,2019-07-15,0.5304
1302,465977,2019-07-14,0
2435,52924,2019-07-15,0.3774
2435,65795,2019-07-15,1.0458
1341,473224,2019-07-14,2.1061
1341,473231,2019-07-15,0.7464
1341,468596,2019-07-14,2.0367
2435,128056,2019-07-14,0.046
1738,63210,2019-07-15,2.0109
2435,128698,2019-07-15,1e-04
2435,11068,2019-07-14,0.1798
2435,23986,2019-07-14,0.1454
1341,4820833,2019-07-15,12.004
1302,115636,2019-07-14,2.0368
1729,1311,2019-07-15,4.3458
1341,39345,2019-07-15,0.16
1302,77392,2019-07-15,1.2317
1729,12997,2019-07-14,0.3342
1738,52375,2019-07-14,15.2968
1341,44912,2019-07-14,1.5756
1302,471053,2019-07-13,13.942
1302,77224,2019-07-14,1.3923
1341,151023,2019-07-15,0.788
1717,11068,2019-07-14,0.2262
2435,63210,2019-07-15,2.1639
1729,32087,2019-07-13,6e-04
1341,93002,2019-07-15,0.4402
1729,66860,2019-07-15,0.2513
1717,60769,2019-07-15,0.0783
1341,25331,2019-07-15,0.9945
1302,12881,2019-07-14,0.0399
1738,59985,2019-07-15,4.4358
1738,1250,2019-07-15,0.1233
1341,139465,2019-07-14,2.8959
1341,32629,2019-07-15,9.5843
1341,140379,2019-07-14,0.3111
1738,10924,2019-07-14,0.6977
1738,1335,2019-07-14,0.9142
1341,465960,2019-07-15,0.2083
1302,76395,2019-07-14,0
1341,345989,2019-07-13,0.0122
1738,280860,2019-07-15,0.5298
1717,364010,2019-07-14,0.0214
1729,244640,2019-07-15,0
1729,208,2019-07-14,3.1971
1729,8440,2019-07-15,0.038
1729,263702,2019-07-15,0.3502
1729,16339,2019-07-14,6.5033
1729,93002,2019-07-15,0.3245
1729,99165,2019-07-14,0.1636
1738,1281,2019-07-15,2.2749
1738,995108,2019-07-15,0.3314
2435,287944,2019-07-14,0.0658
1738,98113,2019-07-13,0.7606
2435,376,2019-07-14,5e-04
1738,447003,2019-07-13,1.188
1717,52559,2019-07-15,0.6362
1717,37839,2019-07-15,0.3382
2435,52542,2019-07-15,0.0321
1302,263986,2019-07-14,1.3171
1302,30151,2019-07-14,0.2679
1302,345668,2019-07-15,0.0832
1717,95747,2019-07-14,0.274
1302,121491,2019-07-14,0.0847
1717,998734,2019-07-15,0.005
1729,287739,2019-07-15,7e-04
1302,331616,2019-07-14,0.0835
1341,42994,2019-07-14,0.0035
1717,335751,2019-07-14,0.4363
1729,216944,2019-07-14,0.0052
1302,66068,2019-07-14,1.541
1729,77392,2019-07-15,1.4635
1341,128681,2019-07-15,0.297
1729,92326,2019-07-14,25.0052
1729,263610,2019-07-15,1.7881
1729,277,2019-07-15,0.2262
2435,888,2019-07-14,0.5202
1729,345538,2019-07-15,0.0139
1738,62572,2019-07-15,0.7806
1729,80347,2019-07-13,0
1717,97314,2019-07-13,2.0206
1738,120951,2019-07-14,0.6177
1729,16759,2019-07-14,2.795
2435,472548,2019-07-13,0.5228
2435,536,2019-07-14,0
1717,10429,2019-07-13,0.0058
1341,84994,2019-07-15,0.1679
1341,80132,2019-07-15,0.1482
1729,140195,2019-07-14,0.1984
1717,12249,2019-07-13,13.4784
1717,536,2019-07-14,0.9845
1738,93002,2019-07-15,0.1474
1717,25188,2019-07-15,1.3037
1302,98076,2019-07-14,0
1738,24297,2019-07-14,3.6026
1341,56854,2019-07-15,0.0191
1717,128698,2019-07-15,0.4062
1341,37051,2019-07-14,0.0628
1302,441209,2019-07-13,3.4056
1738,49771,2019-07-15,0
2435,472906,2019-07-14,0.2549
